,sqft_living,sqft_lot,sqft_basement,bedrooms,floors,zipcode_category,lat,long,waterfront,view,grade,age_renovated,price
4844,2100,10362,590,3,2.0,2,47.4347,-121.417,0,0,9,25.0,525000
4845,1370,9720,0,3,2.0,2,47.7302,-122.197,0,0,7,55.0,375000
4846,1414,1960,0,2,2.0,4,47.5423,-122.189,0,0,8,37.0,428000
4847,4115,7910,0,5,2.0,3,47.6847,-122.016,0,0,9,9.0,988830
4848,1550,6225,0,3,1.0,1,47.3098,-122.218,0,0,7,74.0,199950
4849,2100,3671,350,4,1.5,5,47.6359,-122.3,0,0,8,94.0,840000
4850,1160,7006,0,3,1.0,1,47.1937,-121.98,0,0,7,31.0,285000
4851,3597,4972,0,5,2.0,1,47.3002,-122.282,0,0,7,17.0,330000
4852,1230,10125,0,3,1.0,1,47.397,-122.299,0,0,7,63.0,147500
4853,2190,7125,0,4,2.0,1,47.3709,-122.285,0,0,8,45.0,320000
4854,1040,9000,0,3,1.0,3,47.5253,-122.043,0,0,7,56.0,382500
4855,4690,8208,1650,5,2.0,5,47.6321,-122.304,0,0,9,97.0,2050000
4856,2270,10000,550,4,1.0,4,47.5599,-122.142,0,0,8,49.0,596000
4857,1950,7280,0,4,2.0,1,47.2957,-122.37,0,0,8,44.0,220000
4858,1880,6818,0,3,2.0,1,47.4206,-122.183,0,0,8,30.0,325000
4859,2850,5664,0,4,2.0,3,47.5835,-121.996,0,0,9,22.0,679950
4860,1160,6911,0,2,1.0,2,47.7149,-122.318,0,0,7,76.0,175000
4861,1370,10050,0,3,1.0,1,47.3338,-122.341,0,1,7,57.0,268000
4862,3260,110579,0,4,2.0,3,47.6436,-121.997,0,0,10,26.0,715000
4863,3170,36384,0,7,2.0,3,47.4654,-122.003,0,0,8,54.0,600000
4864,3450,35880,0,5,2.0,3,47.7173,-122.099,0,0,11,31.0,950000
4865,1490,224334,0,2,1.0,1,47.2645,-122.163,0,2,8,40.0,475000
4866,1460,78408,0,3,1.0,3,47.59,-122.058,0,0,7,60.0,700000
4867,1300,20700,0,3,1.0,2,47.5587,-121.904,0,0,7,61.0,275000
4868,1300,20700,0,3,1.0,2,47.5587,-121.904,0,0,7,61.0,369500
4869,1540,7575,500,4,1.0,1,47.3664,-122.279,0,0,7,45.0,215000
4870,2130,7172,0,4,2.0,3,47.6271,-122.112,0,0,8,59.0,593450
4871,1350,4614,0,2,1.0,3,47.7091,-122.015,0,0,8,15.0,498800
4872,2450,6534,680,5,2.0,3,47.688,-122.281,0,0,8,9.0,849000
4873,1940,4875,0,4,2.0,5,47.6427,-122.304,0,0,9,98.0,1150000
4874,2890,5110,0,5,2.0,3,47.5453,-121.995,0,2,9,20.0,825000
4875,1680,9769,340,3,1.0,1,47.4631,-122.126,0,0,8,34.0,265000
4876,1960,10400,740,4,1.0,1,47.3199,-122.392,0,0,8,38.0,285000
4877,1590,7931,400,3,1.0,1,47.3628,-122.05,0,0,7,44.0,240000
4878,1390,17739,0,4,1.0,1,47.3457,-122.302,0,0,7,65.0,261000
4879,2440,7350,830,4,1.0,1,47.3743,-122.285,0,0,8,45.0,330000
4880,1850,7560,310,4,1.0,1,47.3666,-122.277,0,0,7,45.0,250000
4881,2800,9538,0,4,2.0,1,47.2675,-122.307,0,0,8,30.0,350000
4882,3780,35273,0,3,1.5,2,47.7499,-122.119,0,0,10,37.0,930000
4883,1910,8050,910,3,1.0,1,47.37,-122.17,0,0,7,43.0,275000
4884,2460,7620,1230,4,1.0,1,47.5285,-122.345,0,0,7,54.0,325000
4885,810,5000,220,1,1.0,1,47.5696,-122.36,0,1,7,87.0,255000
4886,1900,5250,400,3,1.0,2,47.6991,-122.392,0,0,7,80.0,562200
4887,3490,88909,1170,2,1.0,4,47.5462,-122.112,0,3,10,43.0,952000
4888,2200,7350,630,3,1.0,1,47.4395,-122.161,0,0,8,35.0,365000
4889,1190,11996,0,3,1.0,3,47.7561,-122.071,0,0,7,54.0,332900
4890,2040,18360,0,3,2.0,3,47.6976,-122.137,0,0,8,40.0,721000
4891,2400,3986,0,4,2.0,2,47.5344,-121.877,0,0,8,24.0,487275
4892,1670,5791,0,3,2.0,1,47.4424,-122.188,0,0,7,28.0,310000
4893,990,4800,0,2,1.0,2,47.5615,-122.28,0,0,6,115.0,245000
4894,2920,10573,0,3,1.0,1,47.4429,-122.195,0,0,7,59.0,325000
4895,1840,9401,0,3,1.0,3,47.5847,-122.075,0,0,8,52.0,550000
4896,910,4500,0,2,1.5,2,47.5633,-122.289,0,0,7,117.0,350000
4897,2950,72309,0,5,2.0,1,47.4186,-122.079,0,0,8,17.0,599000
4898,1240,9500,0,3,1.0,2,47.4756,-122.35,0,0,7,68.0,259950
4899,1980,7264,0,4,2.0,1,47.3678,-122.019,0,0,7,27.0,240000
4900,1200,10080,0,3,1.0,1,47.3261,-122.135,0,0,7,54.0,186000
4901,1280,15028,0,3,1.0,3,47.6304,-122.035,0,0,7,41.0,395000
4902,3150,5757,0,4,2.0,1,47.4568,-122.117,0,0,9,19.0,475000
4903,3500,10794,0,5,2.0,3,47.5887,-121.974,0,0,10,27.0,815000
4904,1680,13751,0,3,1.0,5,47.5716,-122.227,0,0,7,72.0,572000
4905,1360,3188,0,3,2.0,3,47.6831,-122.096,0,0,7,37.0,419500
4906,2110,7350,580,3,1.0,1,47.3088,-122.341,0,0,8,43.0,298700
4907,2034,13392,875,2,1.0,2,47.3312,-122.503,1,4,7,76.0,549000
4908,1900,9994,780,3,1.0,1,47.4729,-122.301,0,0,7,63.0,278000
4909,2380,4500,910,4,1.5,2,47.5652,-122.281,0,0,6,9.0,455000
4910,4050,13495,1820,5,1.0,2,47.4384,-122.352,0,2,9,35.0,925000
4911,1120,1201,0,2,3.0,2,47.6524,-122.353,0,0,8,24.0,465000
4912,2850,2970,730,4,2.0,3,47.547,-122.01,0,0,8,24.0,620000
4913,2360,7650,720,4,1.0,2,47.75,-122.292,0,0,8,60.0,499900
4914,2540,11422,1270,5,1.0,4,47.5459,-122.176,0,0,8,9.0,620000
4915,1160,6120,120,3,1.0,3,47.6926,-122.287,0,0,7,82.0,450000
4916,2710,2147,490,4,2.0,3,47.5468,-121.994,0,0,10,16.0,690000
4917,3120,16672,0,5,2.0,5,47.6458,-122.219,0,0,9,54.0,1900000
4918,3120,16672,0,5,2.0,5,47.6458,-122.219,0,0,9,54.0,1940000
4919,1870,9527,0,3,1.0,5,47.5777,-122.224,0,0,7,26.0,832500
4920,1010,9678,0,3,1.0,1,47.4396,-122.285,0,0,7,68.0,245000
4921,2980,18935,0,3,1.5,3,47.7133,-122.079,0,0,11,33.0,820000
4922,2420,6495,0,4,2.0,1,47.3771,-122.029,0,0,8,18.0,369000
4923,3830,8331,0,4,2.0,3,47.6906,-122.019,0,0,9,9.0,1050000
4924,3040,5067,0,3,3.0,2,47.5409,-122.267,0,2,10,30.0,653000
4925,1460,10500,0,2,1.0,2,47.4461,-121.768,0,0,7,43.0,220650
4926,1940,6355,740,5,1.0,1,47.498,-122.322,0,0,8,16.0,300000
4927,3780,20023,0,4,2.0,3,47.5491,-122.006,0,2,10,22.0,970000
4928,1950,5451,0,4,2.0,1,47.4341,-122.144,0,0,7,19.0,360000
4929,2450,5760,0,3,2.0,3,47.6145,-122.026,0,0,9,23.0,672500
4930,1730,7020,0,4,1.5,2,47.4939,-122.167,0,0,5,70.0,268000
4931,1690,3245,0,4,1.5,2,47.5445,-122.375,0,0,8,94.0,440000
4932,2550,7200,0,3,2.0,2,47.5996,-122.288,0,2,10,10.0,1400000
4933,2290,11072,0,4,2.0,3,47.6283,-122.03,0,0,9,37.0,590000
4934,2710,22860,860,4,1.0,1,47.3207,-122.266,0,0,7,61.0,359000
4935,1880,7632,700,4,1.0,1,47.3068,-122.372,0,0,7,45.0,266500
4936,2930,8679,0,4,2.0,2,47.5164,-122.19,0,0,8,9.0,635000
4937,3110,217800,0,3,2.0,1,47.3281,-122.124,0,0,9,22.0,559000
4938,3480,38985,0,4,2.0,3,47.6895,-122.052,0,0,10,34.0,895000
4939,1110,118047,0,2,1.0,2,47.7467,-122.128,0,0,7,62.0,625000
4940,2440,9320,560,4,1.0,3,47.5933,-122.135,0,0,7,66.0,650000
4941,2280,7840,1000,4,1.0,1,47.4809,-122.224,0,0,7,66.0,312500
4942,900,6099,110,3,1.0,1,47.4807,-122.289,0,0,6,79.0,225000
4943,1980,8400,650,4,1.0,3,47.6721,-122.152,0,0,7,55.0,425000
4944,3360,41250,1540,3,1.0,1,47.2604,-122.023,0,0,7,35.0,329999
4945,2340,9225,0,5,2.0,3,47.6369,-122.098,0,0,8,50.0,572000
4946,3110,5048,0,4,2.0,1,47.3782,-122.125,0,0,8,21.0,386500
4947,980,5000,0,2,1.0,2,47.6744,-122.369,0,0,6,119.0,452000
4948,1480,6324,0,4,1.0,3,47.6147,-122.302,0,0,7,80.0,278000
4949,1800,43647,0,3,1.0,2,47.7757,-122.132,0,0,8,47.0,474900
4950,2130,6574,630,2,1.0,3,47.6529,-122.411,0,0,8,77.0,450000
4951,1270,5100,170,2,1.0,3,47.6771,-122.328,0,0,7,123.0,611000
4952,1150,2064,0,2,2.0,1,47.3516,-122.292,0,0,7,19.0,214100
4953,1840,5011,0,3,2.0,1,47.3555,-122.054,0,0,8,11.0,317000
4954,3180,12528,1120,4,2.0,3,47.7058,-122.379,0,1,9,44.0,1000000
4955,1510,5700,0,5,2.0,4,47.6653,-122.27,0,1,7,77.0,1000000
4956,3070,7200,0,4,2.0,2,47.4899,-122.138,0,0,8,18.0,525000
4957,1800,6680,0,3,2.0,2,47.7293,-122.223,0,0,8,40.0,436000
4958,1540,9154,0,3,1.0,3,47.6207,-122.042,0,0,8,40.0,450000
4959,2330,14892,360,3,1.0,3,47.6267,-122.046,0,0,8,43.0,588500
4960,1400,8374,0,4,1.0,2,47.4735,-122.344,0,0,7,70.0,340000
4961,2846,85377,870,4,1.5,1,47.317,-122.281,0,0,8,23.0,482000
4962,5830,131116,0,4,2.0,2,47.5986,-121.949,0,0,11,18.0,1580000
4963,3380,7126,0,3,2.0,3,47.6276,-122.122,0,0,8,20.0,749000
4964,1440,7875,0,3,1.0,1,47.4561,-122.148,0,0,8,55.0,330000
4965,1740,1279,0,3,3.0,3,47.5891,-122.387,0,0,8,15.0,568000
4966,1470,8925,0,3,1.0,1,47.2026,-122.0,0,0,7,66.0,239000
4967,2810,4932,0,3,2.0,2,47.7739,-122.227,0,0,8,20.0,528000
4968,2090,5102,740,4,1.0,1,47.5427,-122.356,0,0,7,29.0,385000
4969,4110,14219,1540,4,2.0,2,47.7382,-122.264,0,2,10,44.0,825000
4970,3230,5000,880,5,2.0,2,47.5202,-122.393,0,1,9,21.0,815000
4971,2601,34335,0,4,2.0,2,47.742,-122.087,0,0,9,28.0,625000
4972,2070,6000,730,3,1.0,2,47.5226,-122.382,0,3,8,68.0,690000
4973,1660,7440,390,3,1.0,1,47.5242,-122.362,0,0,7,66.0,210000
4974,1590,4280,0,4,1.5,2,47.667,-122.335,0,0,7,99.0,599000
4975,1860,5584,550,3,1.0,3,47.637,-122.4,0,0,8,72.0,860000
4976,1420,9600,0,3,1.0,1,47.4232,-122.292,0,0,6,69.0,147200
4977,1240,5758,280,3,1.5,3,47.5675,-122.396,0,0,6,113.0,476900
4978,2500,36254,910,4,1.0,3,47.4685,-122.004,0,0,8,45.0,450000
4979,2640,11816,0,4,2.0,2,47.733,-121.968,0,0,8,24.0,570000
4980,1440,3060,0,3,1.5,3,47.6769,-122.307,0,0,7,113.0,567500
4981,3030,20446,900,5,2.0,3,47.6133,-122.106,0,2,9,47.0,790000
4982,1820,12686,0,3,1.0,5,47.5886,-122.195,0,0,7,71.0,875000
4983,2220,10275,580,3,2.0,3,47.5304,-122.055,0,0,9,43.0,490000
4984,2430,9133,1020,3,1.0,2,47.5116,-122.157,0,0,7,45.0,335000
4985,1670,10798,0,3,1.0,4,47.549,-122.17,0,0,8,61.0,550000
4986,1180,10541,240,3,1.0,3,47.6348,-122.032,0,0,7,42.0,385000
4987,1620,8085,410,3,1.0,2,47.7349,-122.197,0,0,7,47.0,395000
4988,1030,5750,0,2,1.0,3,47.5861,-122.391,0,0,8,95.0,650000
4989,2900,5803,0,4,2.0,2,47.7368,-122.232,0,0,9,16.0,637000
4990,3420,9900,1710,3,1.0,2,47.7412,-122.256,0,0,9,19.0,692500
4991,1710,15844,0,3,1.0,2,47.4706,-122.1,0,0,8,59.0,322400
4992,1580,10517,0,3,1.0,1,47.2903,-122.214,0,0,6,66.0,233500
4993,1230,11413,240,3,1.0,3,47.6321,-122.034,0,0,7,39.0,400000
4994,2200,4080,780,5,1.5,2,47.6872,-122.35,0,0,7,107.0,547000
4995,2570,13054,1100,5,1.0,2,47.4487,-122.352,0,1,8,31.0,519000
4996,3320,19850,1280,4,1.0,5,47.527,-122.228,0,2,10,46.0,1030000
4997,1090,6435,0,3,1.0,1,47.5334,-122.365,0,0,7,68.0,365000
4998,2970,36817,0,5,2.0,2,47.7731,-122.139,0,0,8,45.0,699000
4999,1970,8000,0,3,1.0,3,47.6324,-122.1,0,0,8,55.0,525000
5000,3220,8936,770,4,2.0,1,47.4208,-122.213,0,0,9,33.0,430000
5001,1600,7500,0,3,1.0,2,47.7198,-122.182,0,0,7,57.0,325000
5002,670,6300,0,2,1.0,2,47.5161,-122.374,0,0,6,81.0,279000
5003,2360,4750,700,4,2.0,3,47.6729,-122.293,0,0,7,112.0,805000
5004,2150,3962,610,3,1.5,2,47.7183,-122.285,0,0,7,74.0,419950
5005,620,4455,0,2,1.0,2,47.6877,-122.395,0,0,6,96.0,425000
5006,1730,5922,0,4,2.0,2,47.7188,-122.321,0,0,7,74.0,446000
5007,2500,7860,1460,5,1.0,2,47.7212,-122.226,0,0,7,60.0,455000
5008,990,4440,0,3,1.0,1,47.522,-122.354,0,0,6,80.0,226550
5009,1420,4080,0,3,1.5,2,47.6801,-122.348,0,0,8,119.0,764000
5010,2170,15000,0,3,2.0,1,47.3863,-122.158,0,0,8,45.0,439950
5011,1880,5100,0,4,1.0,2,47.6872,-122.349,0,0,8,71.0,453000
5012,1300,9620,0,3,1.0,1,47.282,-122.331,0,0,7,52.0,219950
5013,2360,6750,430,3,2.0,2,47.6923,-122.332,0,0,7,97.0,702500
5014,1780,12231,0,3,1.0,1,47.335,-122.321,0,0,8,67.0,285000
5015,2160,2578,0,2,3.0,2,47.6607,-122.354,0,0,8,18.0,798750
5016,950,5316,0,2,1.0,2,47.57,-122.38,0,2,7,75.0,320000
5017,1680,14630,0,3,1.5,3,47.5272,-122.044,0,0,8,38.0,425000
5018,2290,4450,0,4,2.0,2,47.7385,-122.169,0,0,9,19.0,540000
5019,4140,14757,0,4,2.0,3,47.5871,-121.969,0,2,11,18.0,1060000
5020,3920,4500,0,4,3.0,2,47.6805,-122.346,0,0,8,10.0,1170000
5021,1500,13891,0,3,1.0,4,47.5866,-122.175,0,0,7,72.0,576000
5022,1720,7200,580,3,1.0,3,47.6977,-122.132,0,0,7,46.0,525000
5023,2641,8615,0,4,2.0,1,47.4038,-122.213,0,0,7,25.0,324950
5024,4930,77536,1000,3,2.0,2,47.7634,-122.139,0,0,9,42.0,600000
5025,2460,5400,940,3,1.0,2,47.5231,-122.202,0,0,8,22.0,464000
5026,1995,7102,0,4,2.0,1,47.2986,-122.37,0,0,8,42.0,266000
5027,3010,74390,0,3,2.0,3,47.6442,-121.999,0,0,10,25.0,775000
5028,1270,4800,0,3,1.0,2,47.5362,-122.376,0,0,7,9.0,415000
5029,3080,6731,0,4,2.0,1,47.4522,-122.118,0,3,9,20.0,550000
5030,1670,7606,0,3,2.0,1,47.1949,-121.982,0,0,7,33.0,235000
5031,1470,8089,0,3,1.0,1,47.3878,-122.316,0,0,7,36.0,280000
5032,1730,7807,470,3,1.0,2,47.7211,-122.169,0,0,7,47.0,459000
5033,1070,7615,0,3,1.0,1,47.3189,-122.373,0,0,7,54.0,195000
5034,1660,8738,580,3,1.0,1,47.3117,-122.208,0,0,7,64.0,235000
5035,2410,16650,0,4,1.0,4,47.5706,-122.163,0,0,8,58.0,711800
5036,1040,1032,0,3,3.0,2,47.6673,-122.377,0,0,7,16.0,440000
5037,970,3300,0,2,1.0,2,47.6609,-122.343,0,0,7,107.0,515000
5038,2910,9480,0,5,1.5,4,47.6552,-122.278,0,0,8,84.0,1200000
5039,2340,12443,0,3,1.5,4,47.5432,-122.177,0,0,8,58.0,560000
5040,1880,11249,550,3,1.0,1,47.3295,-122.257,0,0,7,38.0,340000
5041,1110,3500,140,2,1.5,4,47.6453,-122.327,0,0,6,111.0,600000
5042,2790,7938,0,4,2.0,3,47.6223,-122.026,0,0,9,26.0,764000
5043,1590,8779,0,4,1.0,2,47.7408,-121.974,0,0,8,22.0,337000
5044,5700,20000,2850,6,1.0,4,47.5601,-122.16,0,4,10,46.0,1390000
5045,1200,7552,140,4,1.0,2,47.5317,-122.37,0,0,6,104.0,249000
5046,3200,35782,840,3,1.0,1,47.4121,-122.154,0,0,8,45.0,350000
5047,1510,6000,360,3,1.0,1,47.3484,-122.036,0,0,7,30.0,269950
5048,1880,108900,0,3,1.0,3,47.5913,-122.01,0,0,7,45.0,735000
5049,3070,4000,1000,4,2.0,4,47.659,-122.281,0,0,8,83.0,1300000
5050,2110,7560,0,4,2.0,2,47.7331,-122.183,0,0,8,49.0,475000
5051,2350,8459,0,3,1.5,1,47.3043,-122.349,0,0,9,34.0,339000
5052,3270,15160,1610,4,1.0,2,47.7437,-122.287,0,2,8,26.0,600000
5053,2220,4760,900,4,1.0,1,47.5215,-122.348,0,0,7,105.0,397500
5055,1760,9055,0,3,2.0,3,47.6534,-122.128,0,0,7,38.0,460000
5056,2200,5207,1080,4,1.0,1,47.74,-122.343,0,0,7,72.0,370000
5057,1550,7296,0,4,1.5,1,47.5184,-122.366,0,0,6,66.0,250000
5058,5070,60123,0,4,2.0,3,47.6567,-122.004,0,0,11,23.0,1100000
5059,1040,1516,0,2,2.0,3,47.6037,-122.307,0,0,8,15.0,430000
5060,2560,4000,900,3,1.5,5,47.6384,-122.279,0,0,8,96.0,1090000
5061,1850,8160,0,3,1.0,3,47.7241,-122.363,0,0,8,71.0,670000
5062,2090,11895,300,3,1.0,2,47.5362,-122.267,0,0,7,69.0,461550
5063,2010,2386,620,3,2.0,3,47.5525,-121.998,0,0,8,9.0,479990
5064,2518,4663,0,4,2.0,3,47.5894,-122.017,0,0,8,18.0,643000
5065,2810,12813,770,3,2.0,3,47.6796,-122.114,0,0,8,35.0,607000
5066,2600,10092,0,3,1.0,3,47.6223,-122.032,0,0,9,39.0,625000
5067,2060,8778,900,3,1.0,2,47.5245,-122.384,0,0,8,13.0,731100
5068,2920,434728,0,3,2.0,1,47.3809,-122.13,0,3,8,24.0,859000
5069,2130,10375,0,4,2.0,1,47.4381,-122.16,0,0,8,37.0,435000
5070,2290,15600,870,3,1.0,1,47.3558,-122.29,0,0,8,33.0,465000
5071,1230,6380,0,3,1.5,3,47.6947,-122.315,0,0,7,96.0,740000
5072,2020,9478,0,3,1.0,5,47.5383,-122.238,0,0,9,62.0,740000
5073,1430,7280,440,3,1.0,1,47.3742,-122.18,0,0,7,43.0,250000
5074,2270,1763,450,2,3.0,3,47.6757,-122.121,0,0,7,14.0,656000
5075,1910,8058,0,4,2.0,1,47.3891,-122.172,0,0,8,31.0,300000
5076,1780,214315,0,3,1.0,3,47.7631,-122.028,0,0,7,69.0,643000
5077,2690,6124,0,4,2.0,1,47.3343,-122.058,0,0,7,16.0,311000
5078,1330,7482,0,3,1.0,2,47.7322,-122.207,0,0,7,48.0,360000
5079,3060,10043,1360,4,1.0,1,47.7387,-122.337,0,0,8,55.0,475000
5080,1760,1778,0,3,3.0,2,47.7201,-122.301,0,0,8,15.0,469950
5081,1570,8750,0,3,1.0,1,47.4425,-122.333,0,0,7,63.0,240000
5082,960,8100,150,2,1.0,1,47.494,-122.304,0,0,6,87.0,232000
5083,1680,81893,0,3,1.0,1,47.3248,-122.179,0,0,7,32.0,350000
5084,1440,33747,0,2,1.5,2,47.7223,-122.209,0,0,7,95.0,803000
5085,1960,7000,360,3,1.0,1,47.4427,-122.126,0,0,8,43.0,355000
5086,1790,2250,950,4,1.0,2,47.6526,-122.345,0,2,7,114.0,475000
5087,2560,9825,0,3,2.0,4,47.5497,-122.145,0,0,9,35.0,823000
5088,1010,3060,0,2,1.0,2,47.6897,-122.354,0,0,7,105.0,395000
5089,2560,5250,660,4,2.0,1,47.7326,-122.342,0,0,7,17.0,499000
5090,1200,3136,400,2,1.0,3,47.6132,-122.297,0,0,7,18.0,420000
5091,3910,14000,0,3,2.0,3,47.6374,-122.12,0,0,10,24.0,961500
5092,2260,12238,0,4,1.0,4,47.5976,-122.178,0,0,9,56.0,833000
5093,2110,11319,0,3,2.0,2,47.742,-122.105,0,0,8,45.0,479000
5094,3340,10422,0,4,2.0,4,47.6515,-122.197,0,0,10,27.0,1150000
5095,1400,8100,0,3,1.5,2,47.7124,-122.289,0,0,6,79.0,267000
5096,1760,94525,0,4,1.5,3,47.5882,-122.07,0,0,7,35.0,555000
5097,2010,9725,0,3,2.0,3,47.568,-122.018,0,0,8,36.0,490000
5098,2300,3400,750,4,1.5,2,47.678,-122.361,0,0,8,108.0,619000
5099,2510,28185,910,5,1.0,2,47.7719,-122.282,0,0,7,60.0,569950
5100,1340,3000,0,3,2.0,2,47.6857,-122.349,0,0,7,118.0,549000
5101,1560,7245,0,3,1.5,3,47.6868,-122.119,0,0,7,38.0,422500
5102,3350,9681,1210,4,1.0,1,47.3978,-122.322,0,1,7,43.0,400000
5103,3710,7984,0,4,2.0,2,47.5352,-121.868,0,0,9,24.0,692500
5104,2430,5499,0,4,2.0,1,47.3779,-122.125,0,0,8,21.0,310000
5105,2430,8820,800,3,1.0,1,47.4972,-122.233,0,2,8,46.0,499900
5106,2100,7335,0,3,2.0,3,47.647,-122.061,0,0,8,40.0,492000
5107,1880,40575,0,2,1.0,2,47.5614,-121.899,0,0,9,36.0,460000
5108,1630,2640,0,3,2.0,4,47.6452,-122.371,0,0,8,104.0,800000
5109,1640,4200,0,4,1.5,2,47.6601,-122.332,0,0,7,98.0,832600
5110,2310,7350,640,4,1.0,2,47.7505,-122.182,0,0,8,34.0,470000
5111,1930,4500,0,2,1.0,3,47.7104,-122.031,0,0,8,20.0,542000
5112,4750,13912,1150,4,2.0,2,47.5332,-122.265,0,2,10,18.0,1310000
5113,2300,7500,650,4,1.0,1,47.4125,-122.33,0,3,7,64.0,308130
5114,1050,2699,0,2,1.0,3,47.5471,-121.996,0,0,7,18.0,310000
5115,1500,8015,0,2,1.0,1,47.5027,-122.348,0,0,6,76.0,235000
5116,1150,7560,0,3,1.0,1,47.4613,-122.184,0,0,6,65.0,215000
5117,1920,10403,550,4,1.0,1,47.2987,-122.366,0,0,7,64.0,210000
5118,3660,150282,0,4,2.0,3,47.6813,-122.048,0,0,10,33.0,730000
5119,1720,9342,580,3,1.0,1,47.3177,-122.182,0,0,7,42.0,245000
5120,2100,20018,630,3,1.0,2,47.4544,-122.366,0,4,8,75.0,540000
5121,2400,6078,0,4,2.0,1,47.2606,-122.285,0,0,8,22.0,299000
5122,2540,40106,0,3,2.0,3,47.6037,-122.043,0,0,10,32.0,510000
5123,2080,7200,1030,4,1.0,1,47.3385,-122.282,0,0,7,57.0,198000
5124,3400,7452,0,5,2.0,3,47.6141,-122.136,0,0,10,24.0,950000
5125,2200,7600,0,4,2.0,1,47.3131,-122.191,0,0,8,45.0,300000
5126,2140,8580,940,5,1.0,4,47.6625,-122.178,0,0,7,61.0,528000
5127,3850,16249,820,5,2.0,1,47.3324,-122.168,0,2,9,21.0,507000
5128,4270,6384,1210,4,2.0,2,47.5362,-121.874,0,0,9,22.0,770000
5129,1340,7210,0,3,1.0,1,47.4182,-122.167,0,0,7,48.0,255000
5130,1100,3451,0,1,1.5,1,47.3829,-122.322,0,0,8,45.0,220000
5131,2870,5349,0,5,2.0,2,47.5405,-122.187,0,0,9,18.0,690700
5132,1320,8380,0,2,1.0,3,47.705,-122.367,0,0,7,70.0,447000
5133,2150,4505,880,6,1.0,4,47.6514,-122.369,0,0,7,71.0,755000
5134,2470,6000,990,4,1.5,3,47.6365,-122.391,0,0,7,83.0,700000
5135,1910,7700,910,4,1.0,1,47.369,-122.17,0,0,7,43.0,250000
5136,2130,6969,0,3,2.0,1,47.3655,-122.027,0,0,7,20.0,320000
5137,2240,14667,0,4,2.0,2,47.5276,-122.161,0,0,9,34.0,565000
5138,1800,4500,120,5,2.0,2,47.6648,-122.358,0,0,7,84.0,754300
5139,2160,9000,760,3,1.0,3,47.7241,-122.369,0,2,8,74.0,650000
5140,3140,8455,0,4,2.0,2,47.4866,-122.147,0,0,8,20.0,529888
5141,1920,9812,0,3,2.0,2,47.7633,-122.243,0,0,8,23.0,432000
5142,1050,7670,0,3,1.5,1,47.2046,-121.996,0,0,7,68.0,235000
5143,3695,6556,0,4,2.0,3,47.683,-122.015,0,0,9,9.0,994900
5144,3910,8442,1200,4,2.0,1,47.3766,-122.027,0,0,9,23.0,489000
5145,3010,7427,0,4,2.0,3,47.7068,-122.112,0,0,8,13.0,800000
5146,1370,9957,470,4,1.0,2,47.7237,-122.181,0,0,7,51.0,370000
5147,2080,9600,840,4,1.0,2,47.7149,-122.235,0,0,8,44.0,436000
5148,2250,3757,0,3,2.0,2,47.4787,-122.129,0,0,7,17.0,395000
5149,2120,8399,800,5,1.0,1,47.7621,-122.335,0,0,7,81.0,377691
5150,2220,5185,0,5,2.0,2,47.543,-122.29,0,3,7,20.0,370000
5151,1440,4394,0,3,1.0,3,47.5688,-122.019,0,0,8,36.0,515000
5152,910,7686,0,3,1.0,1,47.3405,-122.288,0,0,7,54.0,169000
5153,1270,4268,0,3,1.0,2,47.6848,-122.392,0,0,7,102.0,475000
5154,2480,6180,0,3,2.0,1,47.4044,-122.208,0,0,9,24.0,420000
5155,2630,9420,120,6,2.0,2,47.6695,-122.337,0,0,9,123.0,1300000
5156,2410,13300,570,3,2.0,4,47.5632,-122.148,0,0,9,38.0,822000
5157,2930,25697,620,4,1.0,5,47.6264,-122.226,0,0,9,59.0,1500000
5158,1570,6810,390,3,1.0,3,47.6176,-122.044,0,0,8,35.0,485000
5159,1900,8505,700,4,1.0,1,47.4406,-122.196,0,0,7,67.0,270000
5160,2590,11250,1200,6,1.0,1,47.4608,-122.196,0,0,8,45.0,300000
5161,3810,7728,0,4,2.0,3,47.5925,-122.058,0,0,9,16.0,878000
5162,2290,4203,0,3,2.0,4,47.5441,-122.172,0,0,9,22.0,590000
5163,1220,2100,0,1,2.0,4,47.6703,-122.204,0,2,8,44.0,611900
5164,1100,7373,0,3,1.0,1,47.3124,-122.183,0,0,7,55.0,240000
5165,2810,10951,0,4,2.0,1,47.3249,-122.187,0,0,8,20.0,395000
5166,890,7110,0,3,1.0,1,47.4971,-122.261,0,0,6,66.0,169000
5167,1280,14972,0,3,1.0,1,47.4129,-122.209,0,0,7,60.0,200500
5168,2320,7140,0,3,2.0,1,47.275,-122.295,0,0,8,33.0,308000
5169,1720,7885,0,3,2.0,1,47.3136,-122.344,0,0,8,40.0,290256
5170,1530,8800,490,3,1.0,1,47.4483,-122.158,0,0,7,56.0,279950
5171,1580,7875,0,3,1.0,1,47.1958,-122.003,0,0,7,44.0,195000
5172,1360,13000,0,3,1.0,2,47.3359,-122.033,0,0,6,78.0,630000
5173,2680,15438,0,4,2.0,6,47.6109,-122.226,0,2,8,67.0,1160000
5174,1640,3896,0,3,2.0,3,47.5689,-122.006,0,0,8,29.0,478000
5175,2520,6690,820,3,2.0,2,47.5705,-122.381,0,2,8,33.0,835000
